,_unit_id,text,Compound,Sentiment,Airplane,Question Tag
3432,681453209,@united what a joke. Hang up on customers!!,0.4184,neutral,@united,
3433,681453211,@united Over charged me one way for baggage.find out others leaving Pittsburgh with same equipment weren't charged Just hung up on me!!,-0.4912,neutral,@united,
3434,681453212,@united #OrthoDoc on-call to in-flight! Glad to have been of service!,0.555,positive,@united,
3435,681453214,"@united So publicly you asked for details on my flt. Sent you a DM, like you asked, and have yet (2 days) to hear from you. #unitedfail",0.3612,neutral,@united,
3436,681453216,@united flight attendant regains karma by giving big sweaty dad cold water. Guy was running &amp; carrying his daughter.  Last one onboard.,0.34,neutral,@united,
3437,681453218,"@united really hoping to get some help here.  On my 5th attempt to get a resolution, and lost count of transfers.  help please! #mileageplus",0.8524,positive,@united,
3438,681453219,@united @iamtedking http://t.co/UCZzP9YpHk click lounges tab. Need to be flying on supported S/A airline,0.3182,neutral,@united,
3439,681453221,@united I sent you a dm with my file reference number.. I just want to know if someone has located my bag even if it's not here yet.,0.0772,neutral,@united,
3440,681453223,@united I just want shout out a thank the pilots and staff on the Feb 13 flight from Newark to Boston at 4:40pm.  They were super helpful!,0.8687,positive,@united,
3441,681453224,@united can you help from there? UA4935 can't take off without missing galley cart that no one can find. Pax all seated for last hour.,0.26,neutral,@united,question
3442,681453226,"@united For my Grandma Ella's 80th, she would love a birthday greeting from your flight crew! She was a stewardess for Eastern Airlines.",0.7959,positive,@united,
3443,681453228,"@united is hiring - Flight Dispatcher - Chicago, IL (Network Operations Centerl) https://t.co/lio6oCpTEQ",0.0,neutral,@united,
3444,681453229,"@united That doesn�۪t make any sense. I�۪ve been 1K for over 5 years, and you�۪re making it harder to keep me loyal.",0.4767,neutral,@united,
3445,681453231,@united have all 747-400s been updated with power outlets and seat-back TVs yet? Flying ORD to Tokyo-Narita on the 28th,0.0,neutral,@united,
3446,681453234,"@united I need you to get my cousin to PDX, she's on 2 days of travel now and we've had to hire other sitters til she arrives, thx for that",0.3612,neutral,@united,
3447,681453235,@united Keep the flights cheap and early/on time and you are good. Flew @AmericanAir  and Cancelled Flightled my flight 4 times last month. United&gt;,0.2263,neutral,@united,
3448,681453237,@united the Premier desk was able to rebook me with our friends at @AmericanAir. Only problem is now I have to pay for a checked bag :/,-0.34,neutral,@united,
3449,681453238,"@united I did, and as I thought, nothing happened",0.0,neutral,@united,
3450,681453241,@united I'm not booked on a 1:30 return flight..,0.0,neutral,@united,
3451,681453242,@united the flt TO ORD is correct.  Per my DM- it is the flight from ORD to CVG I was charged for incorrectly,-0.2023,neutral,@united,
3452,681453244,"@united You need to change the way customer service is handled! I have been waiting for a supervisor to contact me for 17 days, what gives?",0.0,neutral,@united,question
3453,681453246,@united I need to talk with an actual person about missing luggage. Please advise on how to make that happen.,0.0258,neutral,@united,
3454,681453247,@united I know I can see that too but now estimated time of dep. is 10am. I don't understand why there wasn't a better estimate 3 hrs ago,0.4404,neutral,@united,
3455,681453249,@united any news?,0.0,neutral,@united,
3456,681453251,"@united ""where we trick you into making us look popular on Twitter by being the worst airline"" #wellplayed #jokesonus",-0.3612,neutral,@united,
3457,681453252,@united why do I have to request refund? Why charge twice in first place?,0.0,neutral,@united,question
3458,681453254,@united I'll be calling soon but going tomorrow like it shows on the app is not a good option,0.6597,positive,@united,
3459,681453256,@united I�۪ve filled out the form twice. No email. I have a lost item code. Can you verify it was received?,-0.3182,neutral,@united,
3460,681453258,@united message sent. Thank you!,0.4199,neutral,@united,
3461,681453260,@united that's what I have been told. But refund doesn't really makeup for the inconvenience caused and the missed meeting... Does it?,-0.6096,negative,@united,question
3462,681453262,"@united THIS IS THE  YEAR FOR VAN GOGH FANS TO VISIT EUROPE
http://t.co/e1EOfthgAJ",0.0,neutral,@united,
3463,681453263,"@united @AmericanAir THIS IS THE  YEAR FOR VAN GOGH FANS TO VISIT EUROPE
http://t.co/e1EOfthgAJ",0.0,neutral,@united,
3464,681453265,"@united please explain why I need to pay bag fees twice, equally $1200, because a delayed flight resulted in bags being rechecked overnight?",0.0,neutral,@united,
3465,681453267,"@united - watched the entire #UNCvsDUKE game on the Tarmac before Cancelled Flighting my flight because crew timed out, right before my 4hr flight....",-0.25,neutral,@united,
3466,681453268,"@united reFlight Booking Problems would not have made me reach on time for my meeting. Also didn't wanna take a chance, Booked myself on @etihad instead",-0.1531,neutral,@united,
3467,681453270,@united - who can eat at an airport for $7? #areyounew? #incompetent #no800number #feeltheheat,0.0,neutral,@united,
3468,681453271,"@united - vacation days: relevant, Ritz in PR for the night: $700, losing a day to idiots and sleeping at the Newark ramada; #priceless",-0.3818,neutral,@united,
3469,681453273,@united - That time when I spent a night trying to sleep in a toddler bed at the airport Ramada without my luggage you kidnapped #furious,0.0,neutral,@united,
3470,681453275,@united I am calling to check on a future flight and your first agent hung up and now you sent me to the pet travel line!! This is HELL!!,-0.7762,negative,@united,
3471,681453276,@united fyi the site/app still shows plenty of the unavailable flights I had errors with. Almost 24 hrs after sellout. Flying @AmericanAir,-0.1531,neutral,@united,
3472,681453277,@united sure... You've been saying that for as long as I've been tweeting about your obsolete fleet.  Promises are free.,0.5719,positive,@united,
3473,681453278,@united followed and messaged. Thanks so much for the help.,0.6808,positive,@united,
3474,681453280,@united I did not.  That's why I am VERY concerned.,0.0,neutral,@united,
3475,681453281,@united Please consider letting flyers with no overhead bin items board/deplane first (after first class). Make sense?,0.3182,neutral,@united,
3476,681453283,@united i will never be flying with #UnitedAirlines ever again. $285 for checked bags? All under 50lbs? #angrycustomer #unitedairlinessuck,0.0,neutral,@united,
3477,681453285,@united Thanks JT,0.5859,positive,@united,
3478,681453286,@united Trying to locate passenger that landed 2 hrs ago in @HeathrowAirport UA938. can you assist? Is flight still in customs? PLEASE help,0.6553,positive,@united,question
3479,681453288,@united Thank you! Off to LA to do something very special.,0.6696,positive,@united,
3480,681453291,@united The flight turned around for mechanical reasons on 1/30/15.  Never to fly United again as they don't check their planes properly.,-0.3252,neutral,@united,
3481,681453293,@united Is it customary to upgrade a flight attendant in uniform vs passengers? One is in 1B on flt 1020 now to IAH,0.0,neutral,@united,question
3482,681453295,".@united you should really have that addressed somewhere on the website, find that completely irritating &amp; am unable to take my flight now.",-0.5095,negative,.@united,
3483,681453296,@united UA1740. 4.5 hr mechanical delay all I get is $50 voucher? Will tweet when I book next trip not on UA.,-0.3182,neutral,@united,
3484,681453298,@united spends 20 minutes beating up a lady about her bag fees.  Random stranger comes up and pays the fee.  #Randomactsofcorporategreed,-0.4588,neutral,@united,
3485,681453300,@united for a fee...,0.0,neutral,@united,
3486,681453301,@united hi.I am still waiting for the refund. This is ridiculous.Or u approve my tickets or u give me a refund.Please advise wht is going on,0.0,neutral,@united,
3487,681453303,"@united Hi, booked a flight yesterday and received an email w/ confirmation number but today I got this error ""no active flight segments""",-0.2263,neutral,@united,
3488,681453305,@united any updates with the DOT looking at the united fares from London to the US from last week?,0.4215,neutral,@united,question
3489,681453307,@united thanks ^mr i got rebooked already but I lost my first class seat. Such is life.,0.1531,neutral,@united,
3490,681453308,"@united booked a flight yesterday, appeared in my account + confirm email but since a few hours all disappeared and err ""no segment in this""",-0.4767,neutral,@united,
3491,681453310,"@united no- we are boarding- but why can't your agents, on the phone, taking care of 1K travellers, link reservations?!?!!",0.5,neutral,@united,question
3492,681453312,"@united EWR ppl told me to call 1800#, have 2x/day since Monday. Still at layover loc. have that ref # tho. Any help appreciated.",0.7184,positive,@united,
3493,681453313,@united Ruth was VERY helpful in re-routing us to Punta Cana when Dulles connection failed. Other reps- NOT so helpful.,0.3182,neutral,@united,
3494,681453315,@united Thank you!! _�_,0.4738,neutral,@united,
3495,681453317,@united we booked at the same time AND he called was told confirmed we were linked. Even after he had to make changes to his rez.,0.0,neutral,@united,
3496,681453318,@united you board a 630a flight and then Cancelled Flight it because it doesn't have a pilot?  Now I miss my meeting Atlanta because someone slept in?,-0.4515,neutral,@united,question
3497,681453320,"@united I don't have a milage number. I can't sent my mail to you via DM, you're not following me. I follow you now, so you can sent me a DM",0.0772,neutral,@united,
3498,681453321,@united no response 3 weeks since complaint submitted and 3 days since you all said you would look into it,-0.296,neutral,@united,
3499,681453323,@united thx. Come hell or high water...,-0.4767,neutral,@united,
3500,681453325,"@united worried the cold weather or snow would delay us this morning, but no it was the pilots. #stillwaiting",-0.5423,negative,@united,
3501,681453327,@united rushed through the -6 degree weather to get to the airport on time. Too bad the pilots didn't do the same. #stillwaiting.,-0.5423,negative,@united,
3502,681453328,@united refund?,0.0,neutral,@united,
3503,681453330,@united aisle please,0.3182,neutral,@united,
3504,681453332,@united thanks for the quick reply! I just fill in the form #idnumber8569822 #hopetogetanswersoon,0.4926,neutral,@united,
3505,681453333,"@united - handed a slip of paper,&amp;said to call 1800#. Have called 2x/day trying to get it sent, still @ layover airport.Have that ref # tho.",0.0,neutral,@united,
3506,681453335,@united @staralliance good.  Maybe that will make up for losing my medallion.  #ProbablyNot,0.0772,neutral,@united,
3507,681453337,@united that's fine. I'll take them.,0.2023,neutral,@united,
3508,681453338,@united I live abroad and am Flight Booking Problems flights for when I come visit the states :(,-0.6808,negative,@united,
3509,681453340,@united I have.,0.0,neutral,@united,
3510,681453343,"@united to recap, you bounced me off my flight, LIED TO ME, then hung up on me. What am I supposed to think/do now?",-0.3818,neutral,@united,question
3511,681453344,@united thank you! My second flight I already got bumped up to 1st! Love it!,0.8213,positive,@united,
3512,681453346,@united ...she said she would need to get a supervisor. While waiting for the supervisor she hung up on me.,0.0,neutral,@united,
3513,681453348,@united ...just called and lady at your overseas call center said she saw no note. I explained the situation...again...,0.0,neutral,@united,
3514,681453349,@united ...she could not access seat map so she said she would note the upgrade in my itinerary and to call back Late Flightr...,0.0,neutral,@united,
3515,681453350,@united spoke to someone on your feedback line last night who said she would get me a preferred choice seat for today...,0.0,neutral,@united,
3516,681453352,"@united all goods, I'll call tomorrow, thanks.",0.4404,neutral,@united,
3517,681453354,@united next day,0.0,neutral,@united,
3518,681453355,@united I filled out the form but I haven�۪t received any sort of email confirmation that it�۪s been received. Is that normal?,0.0,neutral,@united,
3519,681453357,@united loses my luggage and @hotelstonight loses my reservation. after a 10 hour travel day. I just want to get to @StartingBloc in the am!,-0.5562,negative,@united,
3520,681453359,@united oh flight was fine. my lost luggage? not so much. looks like I'll be at least a half day Late Flight to my conference in Santa Monica...,0.25,neutral,@united,
3521,681453360,@united 8h flight without a working screen for me and my friend and not possible to move to another place #unitedfails#worsttripofmylife,-0.3875,neutral,@united,
3522,681453362,@united @UnitedFlyerHD @United_Airline N26902 Dreamliner leaves London Heathrow. @B787fans http://t.co/aI0Yzwt8Za,0.0,neutral,@united,
3523,681453364,@united ^GJ flight 1101 didn't have wifi even though it was promised to by your ground crew. #AnotherDisappointment,0.3612,neutral,@united,
3524,681453365,@united ^GJ I will. You have to agree that 7+ hours Late Flight for arrival is unacceptable. I only hope and pray my bag is here.,0.5719,positive,@united,
3525,681453367,"@united : Unhappy with United's service?

Read Ralph Nader's open letter to UAL's CEO.

Leave a comment or RT.

http://t.co/O0745APIau",-0.4588,neutral,@united,
3526,681453369,@united ok. Can I DM you the info?,0.296,neutral,@united,
3527,681453370,@united the best seats should be for paying customers and we should get to board first #badcustomerservice,0.6369,positive,@united,
3528,681453372,@united this happens all the time.  United pilots are always in the exit row.  America treats there customers better than their employees.,0.6908,positive,@united,
3529,681453374,@united yes when I got to the gate I specifically asked if there where any other seats.  Very discouraging to walk past the crew. 37d,-0.0516,neutral,@united,
3530,681453375,"@united KOA-LAX should have fresh food service, right?",0.3182,neutral,@united,
3531,681453377,@united OMG THANK U_�_�_�,0.3612,neutral,@united,
3532,681453379,@united unavailable leg that registered hours after being sold out. Only option to offer after 45min was +$400/ticket or Travelocity (2of2),0.0,neutral,@united,
3533,681453380,@united error message said couldn't process request at the last step after seat selection on each leg. Agent was unaware of an (1 of 2),-0.5423,negative,@united,
3534,681453382,"@united  4348 soon going to have more wait time for a gate, in empty MSP airport than it was in flight  50 min and still counting...",-0.2023,neutral,@united,
3535,681453384,@united ... horrible wait time on 4348 to get a gate  ..shows total miss  management . Value customer time and respect thier sentiment,0.1027,neutral,@united,
3536,681453385,"@united  very disappointed by the service starting from gate operator at BOS , who was  rude in stopping a carry-on bag...",-0.7717,negative,@united,
3537,681453387,@united your service sucks to Mexico from houston. You finally realized that snacks in1st don't work you cheap as);:,-0.3612,neutral,@united,
3538,681453389,@united will do. Thank you!,0.4199,neutral,@united,
3539,681453390,"@united Okay, thank you both.",0.5267,positive,@united,
3540,681453393,"@united they had snacks available, just no fresh food...not sure what happened, but I'm sure we will grab a bite before our SFO connection",0.7096,positive,@united,
3541,681453395,"@united if guy on flight 1230 follows through on threat to sue because he couldn�۪t carry on 3 bags, I will defend you for free.",-0.0258,neutral,@united,
3542,681453396,@united done as requested.,0.0,neutral,@united,
3543,681453398,@united Pls post video of belligerent jerk ranting at SFO (1230) that's he's going to sue you for making him check his 3rd bag. He's a hoot!,-0.3382,neutral,@united,
3544,681453400,@united ^GJ I do believe that this is hands down the worst service I've EVER experienced. Makes @comcast look amazing. #UnitedAirlines,-0.0772,neutral,@united,
3545,681453401,@united please give special thanks to Aaron in Tampa office for helping me for literally two hours! He's amazing. Mission accomplished!,0.9467,positive,@united,
3546,681453402,@united I can't tell/purchase through the website because they put us on a Lufthansa flight for the first leg.,0.0,neutral,@united,
3547,681453404,@united Turkish Airlines rebooked us a United flight on our second leg from FRA -&gt; IAD. Is there any way to check if upgrades are available?,0.4215,neutral,@united,question
3548,681453405,@united hey I left my favorite blanket on the plane bring it back home to me:-(,0.4588,neutral,@united,
3549,681453407,"@united ^GJ funny, I did and the attendant recommended me tweeting you letting you know about my subpar customer service. #RunAround",0.5719,positive,@united,
3550,681453409,@united followed &amp; DM'd.,0.0,neutral,@united,
3551,681453410,@united I want a hotel room and a whiskey.,0.0772,neutral,@united,
3552,681453413,@united flight...gotta make this connector,0.0,neutral,@united,
3553,681453414,@united - ok noted. All details will be DM'ed to you shortly.,0.296,neutral,@united,
3554,681453416,@united @staralliance the B gates are very far though,0.0,neutral,@united,
3555,681453418,"@united UA5029 from RIC, UA507 from ORD, &amp; UA423 from DEN -ALL DELAYED for non-weather issues. Way to go, youre batting 1.000! But no hotels",-0.2942,neutral,@united,
3556,681453419,@united I would have made it if you hadn't already booked me on another flight and Cancelled Flighted my original reservation.,0.0772,neutral,@united,
3557,681453421,@united @staralliance how can I book reward travel in August?? Everything is blacked out.,0.6199,positive,@united,
3558,681453422,@united did I win :),0.7783,positive,@united,
3559,681453424,@united Trying to change a flight booked just 6 hours ago but online system is charging me $200 fee per passenger... could you please help?,0.6124,positive,@united,
3560,681453425,@united I have submitted my complaint. I need to be compensated. How long will this take?,-0.296,neutral,@united,
3561,681453426,@united any info on delays at SFO tomorrow due to low clouds?,-0.2732,neutral,@united,
3562,681453428,"@united because of the horrific flight experience, you guys have made me NEVER want to fly on an airplane every again!!!!!!!",-0.7776,negative,@united,
3563,681453429,@united flight to RSW tonight -me &amp;  twin 3 year olds. A pilot who was in row by me stayed to help me get the boys &amp; bags off. Lifesaver!!,0.7955,positive,@united,
3564,681453431,@united My flying United is over...sorry. The Captain still had 20 minutes of pre-flight preparations to make while we sat with no air!,0.4753,neutral,@united,
3565,681453433,@united thanks,0.4404,neutral,@united,
3566,681453434,"@united yes, Thx! At 10:35 (landed at 9:20).",0.6696,positive,@united,
3567,681453436,@united get a clue. I am a 1K/2mm miler and that is the response you give?,0.0,neutral,@united,
3568,681453438,@united I was only trying to get my emails. What are you talking about? What most business people expect from airline wifi,0.0,neutral,@united,question
3569,681453439,"@united we finally just arrive to Bogota, good but long flight!!",0.5399,positive,@united,
3570,681453442,@united it's not there we tried. It's already here in cancun just no one has delivered it,0.0,neutral,@united,
3571,681453444,"@united what you did was illegal and a breach of contract. I will be in touch but not through your ""customer feedback""",-0.5574,negative,@united,
3572,681453445,@united its not the way to treat your customers we had a lot of issues and it was not worth our headache we went thru,0.2579,neutral,@united,
3573,681453447,@united yes we are in EWR and it was corrected but just the fact the it was beought up for us to share rooms is unexpactable,0.5994,positive,@united,
3574,681453448,@united Want to make my day? :) Friend is Premier &amp; I should be soon. Any chance you can upgrade our two 10 hr leg of flights to ecom plus?,0.8343,positive,@united,
3575,681453450,@united please review and fix your baggage procedures at Dulles because it happens every week when my sister travels there on your airline,0.3182,neutral,@united,
3576,681453452,@united nothing else from you ^GJ? Where is your customer service?,0.0,neutral,@united,
3577,681453454,@united that's of course in lax,0.0,neutral,@united,
3578,681453455,@united ok thanks! Where are you counters located? And how Late Flight are they open?,0.6958,positive,@united,
3579,681453457,"@united oh no, I'm rebooked, 7+ hours after my original arrival time. We can talk compensation.",0.0258,neutral,@united,
3580,681453459,@united my coworker that had the same conflict as me with the hotel issue trying to share posted on their facebook page and they erased it!!,-0.1739,neutral,@united,
3581,681453460,"@united lost my parents luggage to cancun, said it would be delivered to hotel by 7PM, it is now almost 11PM",-0.3182,neutral,@united,
3582,681453463,@united then watched my connecting flight in DEN pull away from the gate only to pull into THE SAME gate. #SlapInTheFace,0.0,neutral,@united,
3583,681453465,"@united @christinebpc ...and on some versions of the 738, row 11 has no window at all. Go ahead, check. We'll wait.",0.0,neutral,@united,
3584,681453466,@United I'm pretty sure I've got shin splits from SPRINTING through IAH only to watch my plane pull away from the jet way...,0.6705,positive,@united,
3585,681453468,@united well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary,0.3182,neutral,@united,
3586,681453470,@united can you please stop Cancelled Flightling your flights? I am trying to get home to take two exams tomorrow. You've Cancelled Flightled 3 flights on me.,-0.4404,neutral,@united,question
3587,681453471,@united &amp; I've been hung up on twice by your staff. So upset right now,-0.3818,neutral,@united,
3588,681453473,@united DCA-EWR Flight #4372,0.0,neutral,@united,
3589,681453475,"@united 2 hour flight from FLL to Ewr, 1242, now waiting 1 hour plus for bags, no sign yet. What gives????",0.0,neutral,@united,
3590,681453477,@united was such a better airline when you were Continental. $75 service fee + $75 Flight Booking Problems fee + $25 talk to a human fee: FU!!!,-0.7488,negative,@united,
3591,681453478,@united any chance you could look into my problem from earlier?,-0.1779,neutral,@united,
3592,681453480,@united this is despicable I spoke to  many diff people &amp; everyone is telling me something different I have a claim no. I need my bag now,-0.296,neutral,@united,
3593,681453482,@united how come the crew traveling on the flight gets a better seat and I get stuck checking my bag and the crews bag got on the flight.,0.2263,neutral,@united,
3594,681453483,"@united Funny thing happened, we arrived on our flight from Denver at the same gate we are currently scheduled to depart for Sydney at! LOL!",0.7418,positive,@united,
3595,681453485,@united I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!,0.7767,positive,@united,
3596,681453487,@united can you please tell me where United flies to from Sydney Australia - pref Asia Pac or US as I have a voucher to redeem.,0.6249,positive,@united,
3597,681453489,"@united you can't claim ""weather"" with your hardworking crew pulling seats out of a plane! Do the right thing. But we both know you won't",0.0,neutral,@united,
3598,681453491,"@united you're missin the point! There was no ""weather"". You're lying! Seats was broken. But u claim ""weather"" to get out of hotels. Classy",-0.6351,negative,@united,
3599,681453493,@united are you trying to break a world record for most delayed flights in a year?,-0.2263,neutral,@united,
3600,681453496,@united I have flights that don't appear to have been applied to my MileagePlus account. Can you help?,0.4019,neutral,@united,
3601,681453498,"@united @VUSA_Australia I'm just an Aussie cowgirl lookin' for my cowboy. Take me to Fort Worth, Estelle says I'll find him there!",0.2942,neutral,@united,
3602,681453499,"@united Okay, thank you for your help :)",0.8442,positive,@united,
3603,681453500,@united this is not what captain said! Your 820pm flight to San Francisco is delayed due to weather. UA1416 now departs ....#failagain,-0.2942,neutral,@united,
3604,681453502,@united thanks,0.4404,neutral,@united,
3605,681453503,@united I bet @SouthwestAir doesn't turn a thirty minute delay on an original flight into a 7+ hour delayed arrive time,-0.2263,neutral,@united,
3606,681453505,"@United is the best way to re-unite me with my one true love, shopping in USA's fashion capital #NewYork #unitedVUSA http://t.co/rBn7StUij1",0.9042,positive,@united,
3607,681453507,@United should find a way to distinguish boarding of premier members and credit card holders. Group 2 is too big!,0.4389,neutral,@united,
3608,681453509,@united final destination was booked through United but with quantas. United has not yet contacted Auckland. I am unaware of case ID number,0.6249,positive,@united,
3609,681453510,@united was in the air. Just DMd you,0.0,neutral,@united,
3610,681453512,@united. Worst flying experiences ever the past three days. Your airline needs to get it together. Lost a customer with me,-0.7506,negative,@united.,
3611,681453513,@united yes I have,0.4019,neutral,@united,
3612,681453515,@united #CustomerService #fail long time flyer switching airlines #frustrated,0.0,neutral,@united,
3613,681453517,"@united okay - thanks for your help, JT! I appreciate your time!",0.893,positive,@united,
3614,681453519,@united screwed over my professor. Maybe we should tell everyone about @Skiplagged ? #aviation #airport #airline #innovation #startups #tech,-0.4939,neutral,@united,
3615,681453520,@united @staralliance Now do the right thing and reinstate the tickets you voided #UnitedFail,0.0,neutral,@united,
3616,681453522,@united negative. Done wasting time with amateurs at customer service. Thanks for at least offering.,-0.5423,negative,@united,
3617,681453524,"@united @staralliance was there few weeks ago AWESOME,bright vibrant, and NO habitrails",0.5267,positive,@united,
3618,681453525,"@united no worries - after everyone boarded, the cushions were brought in. Took a while, but they made it here.",-0.4215,neutral,@united,
3619,681453527,@united sprinted from C concourse to E and just made it. Coughed up a lung in the process but am now in CLT! Tnx!,0.3987,neutral,@united,
3620,681453529,@united hey! think someone could meet me with my book when I arrive at @loganairports at 10:30? It's yes please #amypoehler. Oscar took it.,0.6476,positive,@united,
3621,681453530,"@united Hopefully They will give me a feedback, bafore my flight...",0.4019,neutral,@united,
3622,681453532,"@united Very good flight, thank you!",0.69,positive,@united,
3623,681453534,@united can you DM me? Been on hold with customer service very long time (53 min +) and getting the run-around. Thanks.,0.4404,neutral,@united,
3624,681453536,@united I'm asking if you can simplify the communications- thx,0.3612,neutral,@united,
3625,681453537,"@united yes #LHRT2 lounge is fantastic, if only the US ones could be remotely similar!",0.7644,positive,@united,
3626,681453539,@United OMG WHERE IS MY BAG??? YYZUA70435 - enough with the shenanigans already. It's getting real old real quick!!,0.0,neutral,@united,
3627,681453541,@united i now see it's 72 hours. Thanks,0.4404,neutral,@united,
3628,681453542,@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks,0.1531,neutral,@united,
3629,681453544,"@united @staralliance Very nice at LHR, congrats, but I'm sticking with AA/#BA. @AmericanAir @British_Airways",0.7351,positive,@united,
3630,681453547,@united how long will it take for miles that i re-purchased (they had expired) to show up? I recieved an email that the request had been..,0.0,neutral,@united,question
3631,681453548,@united Please stall flight 1535 out of ORD. I have to get to SNA tonight.,0.128,neutral,@united,
3632,681453550,"@united Thanks, I will!",0.4926,neutral,@united,
3633,681453552,@united can you get a gate for UA4727?  Turrible.,0.0,neutral,@united,
3634,681453553,@united is the worst airline. Lost my luggage delayed my flights and has been very unaccomidating,-0.8074,negative,@united,
3635,681453555,@united Flight 280,0.0,neutral,@united,
3636,681453557,@united Flight 1640 (N33289) arrives at @FlyTPA following flight from @iah http://t.co/RvCDA2nnme,0.0,neutral,@united,
3637,681453559,@united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon,0.7074,positive,@united,
3638,681453560,"@united we had a wonderful flight attendant named Leah that was with us from lga to den, then den to anchorage!",0.6114,positive,@united,
3639,681453562,@united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!,0.8687,positive,@united,
3640,681453564,"@united yes, you can. I will DM.",0.4019,neutral,@united,
3641,681453565,"@united Your staff, both on deck and in the cabin on UA768 SFO -&gt; BOS were exceptional today. Please tell them well done :)",0.7506,positive,@united,
3642,681453567,@united I mean is there a real live person somewhere I can go and speak to at Newark post security?,0.34,neutral,@united,question
3643,681453569,@united hi! I just bought a flight with united through ebokeers from Paris to Miami. Do I have any chance to check that everything is ok?,0.7424,positive,@united,question
3644,681453570,"@united no worries, I think it�۪s under control. (the emails are keeping me informed)",-0.4215,neutral,@united,
3645,681453572,@united i have talked to them...on standby for tomorrow but it doesn't look good. May have to stay here till Friday &amp; that's not guaranteed,0.4404,neutral,@united,
3646,681453573,@united ^JT is the ORD to PHL flight at 9:15 PM (CDT) delayed? DM I'm kinda hoping not to be stranded at ORD either.,0.1548,neutral,@united,
3647,681453574,@united what happened to flight status map? It was so cool..,0.0,neutral,@united,
3648,681453575,@united plz don't advertise wifi if it's not gonna work thanks #worstflightever,0.4939,neutral,@united,
3649,681453577,@united Hi guys. I submitted a request for ticket/hotel reimbursement for a delayed/over night stay coming back from the Dominican. Help?,0.4019,neutral,@united,question
3650,681453579,"@united Apologize to the President. Once those employees blamed him, I heard it repeated 20 times.",-0.4019,neutral,@united,
3651,681453580,"@united yes, I want to complain. Your coworker was neither. Is there a customer service point airside?",0.128,neutral,@united,
3652,681453582,@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.,0.0,neutral,@united,
3653,681453583,@united hello. I'm overseas &amp; my bag is lost. I can't call customer service but can you help me?,0.1027,neutral,@united,question
3654,681453585,"@united landing in anchorage, then on our way to fairbanks! http://t.co/FjkvQMbmaS",0.0,neutral,@united,
3655,681453586,@united I knew I should've flew @VirginAmerica lol,0.4215,neutral,@united,
3656,681453588,"@united, UA1641 EWR-MCO 17 Feb wifi never connected but allowed me to purchase access twice &amp; charged me. Who do I need to file claim with?",-0.2023,neutral,"@united,",
3657,681453590,@united thnx,0.0,neutral,@united,
3658,681453592,"@united 
I will admit, you've been rather good to me over the years.
You've still got me hooked.
(for now!)
Peace.",0.8172,positive,@united,
3659,681453594,@united it's kinda funny. No worries.,0.022,neutral,@united,
3660,681453596,@united My feedback and concerns via your site aren�۪t going to improve my poor airport experiences.,-0.0516,neutral,@united,
3661,681453598,@united just dropped bags at Newark. Your desk guy was the rudest customer facing person I have met. Even my two children were shocked!,-0.7263,negative,@united,
3662,681453600,@united great. Looking forward to your response to my DM then,0.6249,positive,@united,
3663,681453601,"@united It was quite enjoyable. _�_ 

Except now he's stuck on the runway in Houston. _�",0.2944,neutral,@united,
3664,681453603,@united thank you for getting our daughter home when @americanair Cancelled Flightled all their flights to Nashville,0.128,neutral,@united,
3665,681453604,"@united thanks for the re-upgrade to 1st class. It may be a 45 min flight, but it is appreciated.",0.7351,positive,@united,
3666,681453606,"@united makes total sense, except flight wasn't full :) I've got empty seats around me &amp; overheads were more than half open when I boarded.",0.296,neutral,@united,
3667,681453608,"�@united: @ItsAaronChriz Sorry to hear about your flight. Do you need help reFlight Booking Problems?�۝

_�_",0.34,neutral,�@united:,
3668,681453609,@united now we are trying to get to San Juan from Chicago O'Hare. Having lots of problems. May get a standby flight.,-0.4019,neutral,@united,
3669,681453611,"@united Alright, thank you. Is there a page that says the routes you have for each aircraft? Specifically the 787.",0.5423,positive,@united,
3670,681453613,"@united well sorta....we r trying to get to Aquadilla, PR but only 1 flight goes there a day. All are booked. UA Cancelled Flighted our flight to NJ",0.0258,neutral,@united,
3671,681453614,@united why does it cost $547 to change the city of origin when the same flight on http://t.co/8FMZZOltv9 costs $165 #customerservicefail,0.0,neutral,@united,
3672,681453616,@united I just sent a long note with some suggestions. Thanks for getting back to me.,0.4404,neutral,@united,
3673,681453618,@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?,0.25,neutral,@united,
3674,681453619,@united @parryaftab done thnx,0.0,neutral,@united,
3675,681453621,"@united, I'm still frustrated I gave up my seat &amp; the promised Travel Certificate was withheld w/o explanation. http://t.co/KvfwajVViD",-0.2263,neutral,"@united,",
3676,681453622,"@united gotta love giving up 1st class upgrade b/c flight delayed, to get another flight (also delayed) just to ensure I make my connection.",0.8074,positive,@united,
